Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
88335,"The Golden Spruce: A True Story of Myth, Madness, and Greed",John Vaillant,"Vaillant, John",,"=""0393328643""","=""9780393328646""",0,4.03,W. W. Norton & Company,Paperback,288,2006,2005,,2015/11/01,to-read,to-read (#1201),to-read,,,,,,,0,,,,,
23847905,The Other Paris,Luc Sante,"Sante, Luc",,"=""0374299323""","=""9780374299323""",0,3.94,"Farrar, Straus and Giroux",Hardcover,320,2015,2015,,2015/11/01,to-read,to-read (#1200),to-read,,,,,,,0,,,,,
23995249,The Invention of Nature: Alexander von Humboldt's New World,Andrea Wulf,"Wulf, Andrea",,"=""038535066X""","=""9780385350662""",4,4.25,Knopf,Hardcover,473,2015,2015,2015/12/18,2015/10/26,"biology, biography, non-fiction","biology (#16), biography (#19), non-fiction (#83)",read,"Good, detailed biography of Humboldt, with an emphasis not so much on the details of scientific work, but on the overarching idea of ""everything in nature is connected"".  There's a lot about data exchange with other scientists, what we'd call ""open data"" nowadays, and some fun stuff about how extremely active Humboldt was in ""science communication and outreach"" with free lectures and a ton of letters written to scientists and lay people (about 3000 letters per year towards the end of his life).  Then there's all the proto-enviromentalism, Humboldt's views on the abuse of natural resources by humans, his open campaigning against slavery, his ""lonely life"" (refreshing to see extremely little speculation here about Humboldt's sexuality, who cares), the mix of science and poetry, all described by an author who knows how to write and how to structure relatively complicated information for an interested ""lay"" audience.<br/><br/>Sometimes the book goes overboard with the love for Humboldt, from what I've read Humboldt wasn't that much of an influence on Darwin's work, but here  suddenly Humboldt is a bigger influence than Malthus on Darwin:<br/><br/><blockquote><br/>There is no doubt that Malthus provided what Darwin called 'a theory by which to work', but the seeds of this theory had been sown much earlier when he had read Humboldt's work.<br/></blockquote><br/><br/>After description of Humboldt's death the book ends with a few ""mini"" biographies of people somewhat or a little bit influenced by Humboldt, biographies of George Perkins Marsh, John Muir, Ernst Haeckel,<br/><br/>It's interesting how little-known Humboldt is nowadays in the English-speaking world, and I don't know what really caused this - the author mentions anti-German sentiment during WW1, but maybe it was just time.<br/><br/>Recommended for: People interested in (early) history of science",,,,,,0,,,,,
23929506,Unterwerfung,Michel Houellebecq,"Houellebecq, Michel",,"=""3832197958""","=""9783832197957""",2,3.63,DuMont Buchverlag,Hardcover,272,2015,2015,2015/10/27,2015/10/26,france,france (#3),read,"Is this the same book Houellebecq has been writing for 20 years? Yes.<br/><br/>Is it fun to read? Sometimes it's hilarious, more often it's horny-old-man-Heinlein-awkward.<br/><br/>Is it ""racist"" or ""anti-Islam""? Not exactly, even though the ""pro Islam"" explanations especially in regards to natural selection/biology by the characters are very flawed, and I don't know whether that's intentional and part of the satire.<br/><br/>Is this worth the hype and all the press? No.<br/><br/>Recommended for: Houellebecq fans.<br/>Not recommended for: No-one else.",,,,,,0,,,,,
624023,Parasite Eve,Hideaki Sena,"Sena, Hideaki",Tyran Grillo,"=""1932234195""","=""9781932234190""",3,3.58,Vertical,Hardcover,320,2005,1994,2015/10/26,2015/10/26,"horror, japan","horror (#5), japan (#10)",read,"One fun thing about our existence is that there's an unspoken truce we have with our body - our organs, our immune system, our endosymbionts, they're all keeping us alive without any contact between ""us"" and ""them"".  It just works! And you're reading this while a few phagocytes kill off a parasite in your eyes, they just saved you from going blind, and you don't even know.<br/><br/>Parasite Eve fits a bit into the body horror genre (more famous for Cronenberg movies) - mitochondria aren't ""the powerhouse of the cell"", they're parasites that have been waiting from the day of the first phagocytosis. <br/><br/>In the story one of these parasite networks has ""developed consciousness"" (and telepathy and telekinesis and the ability to speak in italics), she's looking for a suitable host and a father of the next generation of ""mitochondrial eves"" (you know, maternal inheritance of mitochondria and whatnot). That father is - of course - a biologist so we get lots of fun details from the daily life of a biologist (there's a fun little bit where everyone's over the moon for just having been published in <i>Nature</i>, and who wouldn't be!). The monster appears like the mother at the end of ""Braindead"" [1], and is then defeated for some lousy reason, aaaand then the book's over, and in parts it's even exciting!<br/><br/>Now to the bad. The first half is extremely, ridiculously, who-needs-sleeping-pills dry. Here's an example:<br/><br/><blockquote><br/>The human body has a main abdominal artery and vein through which a great amount of blood flows. The arteries which supply blood to the kidneys extend from this main artery. Similarly, the kidney veins are linked to the abdominal vein. The abdominal artery and vein each fork out in the lower abdominal region and continue into both legs. The balloon-tip catheter had been inserted up through this lower arterial branch to reach the kidney extension, and the balloons then inflated to interrupt blood flow in the abdominal artery.<br/></blockquote><br/><br/>And that's just a tiny excerpt! You can easily skip the first half of the book and the only thing you'll have missed is an in-depth manual on how to transplant a kidney. But maybe you need to know that? Maybe you're one of those doctors who faked their way into the operating theater, and now you're nervously making it up as you go along? Boy have I got the book for you!<br/><br/>Bonus cheese quote:<br/><br/><blockquote><br/>Toshiaki screamed. Something was being sucked out from the center of his genome. He shouted ""No, No!"" but it was useless.<br/></blockquote><br/><br/><i>No John, you are the demons!</i><br/><br/>P.S.: If your curiosity into mitochondria is piqued, have a look at <a href=""https://www.goodreads.com/book/show/23316494-the-vital-question"">Nick Lane's The Vital Question</a> for a very recent summary (with some speculation) of the research<br/><br/>[1] That movie is called ""Dead Alive"" when you have no health-care",,,,,,0,,,,,
68024,Steering the Craft: Exercises and Discussions on Story Writing for the Lone Navigator or the Mutinous Crew,Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""0933377460""","=""9780933377462""",0,4.07,The Eighth Mountain Press,Paperback,180,1998,1998,,2015/10/26,to-read,to-read (#1199),to-read,,,,,,,0,,,,,
6658783,Rocket Surgery Made Easy: The Do-It-Yourself Guide to Finding and Fixing Usability Problems,Steve Krug,"Krug, Steve",,"=""0321657292""","=""9780321657299""",0,4.08,New Riders Publishing,Paperback,161,2009,2009,,2015/10/24,to-read,to-read (#1198),to-read,,,,,,,0,,,,,
23314559,Talking to Humans,Giff Constable,"Constable, Giff",,"=""""","=""""",0,4.09,,Kindle Edition,75,2014,2014,,2015/10/24,to-read,to-read (#1197),to-read,,,,,,,0,,,,,
16619,Democracy in America ,Alexis de Tocqueville,"Tocqueville, Alexis de","Isaac Kramnick, Gerald Bevan","=""0140447601""","=""9780140447606""",0,3.97,Penguin Classics,Paperback,992,2003,1835,,2015/10/23,to-read,to-read (#1196),to-read,,,,,,,0,,,,,
710528,The World of Silence,Max Picard,"Picard, Max",,"=""0971748314""","=""9780971748316""",0,4.46,Eighth Day Press,Hardcover,231,2006,1948,,2015/10/23,to-read,to-read (#1195),to-read,,,,,,,0,,,,,
15799151,Daily Rituals: How Artists Work,Mason Currey,"Currey, Mason",,"=""0307273601""","=""9780307273604""",0,3.65,Knopf,Hardcover,304,2013,2013,,2015/10/22,to-read,to-read (#1194),to-read,,,,,,,0,,,,,
12206886,Red Plenty,Francis Spufford,"Spufford, Francis",,"=""1555976042""","=""9781555976040""",0,4.07,Graywolf Press,Paperback,448,2012,2007,,2015/10/21,to-read,to-read (#1193),to-read,,,,,,,0,,,,,
116196,The Supermen: The Story of Seymour Cray and the Technical Wizards Behind the Supercomputer,Charles J. Murray,"Murray, Charles J.",,"=""0471048852""","=""9780471048855""",0,4.04,Wiley,Hardcover,232,1997,1997,,2015/10/21,to-read,to-read (#1192),to-read,,,,,,,0,,,,,
10099407,The Map and the Territory,Michel Houellebecq,"Houellebecq, Michel",,"=""0434021407""","=""9780434021406""",4,3.92,William Heinemann,Hardcover,291,2011,2010,2015/10/22,2015/10/20,france,france (#2),read,"<blockquote><br/>Modernity was perhaps an error, thought Jed for the first time in his life. A purely rhetorical question, that: modernity had ended in Western Europe some time ago.<br/></blockquote><br/><br/>I once tried to get into Houellebecq [1], about 10 years ago, and back then his work seems to have been all about ""here's a bunch of sex with various people, oh no this is not fulfilling, we need monogamy, the end"". Not that interesting. The Map and the Territory does not fit into that pattern at all, luckily, it's more a character study of two sides of the same coin - Jed and Houellebecq himself, the first some kind of visual artist who drifts from photography to painting, the second a relatively successful French author who's hired to write the introduction to a catalogue of Jeb's work. <br/><br/>Both are extremely similar with little attachment to ""real life"", both have little to no friends and are drifting through life. Both have found success without really aiming for it, both just made their art when it came to them with no real aim to become rich or famous with it. <br/><br/><blockquote><br/>There was truly in Beigbeder, as far as he could remember, something which could arouse affection and, already, the existence of “loved ones”; something that did not exist in Houellebecq, nor in him [Jeb]: a sort of familiarity with life.<br/></blockquote><br/><br/>France, culturally and linguistically, always feels like a bit of a self-imposed island to me - the French language is imposed by law, and French modern books focus more on navel-gazing than anything else. Houellebecq nearly walks into that trap with a bit of too much satire of the French cultural elite, but he luckily looks past France. There's a bit of history of computing and Silicon Valley, Tocqueville, especially surprising to find a reference to Hakim Bey's Temporary Autonomous Zone. He even touches Jack Womack's territory in a few lines where some areas in Paris have devolved into some kind of proto-anarchy; but where Womack then walks into these territories and stages laser axe-fights between hopped up 13-year olds and Robocops, Houellebecq just mentions them and immediately leaves to focus on his characters. I guess this is something H. revisits in Soumission, I yet have to read that one.<br/><br/>The last third is a bit unnecessary, <spoiler>there's a brutal murder, and sadly the murder is resolved, and even more sadly the murderer is dead so that no (psychological) explanation is necessary</spoiler>, almost as if H. didn't know how to end the story.<br/><br/>[1] That first ""e"" has no earthly business in a last name",,,,,,0,,,,,
11908,The Adventures of Augie March,Saul Bellow,"Bellow, Saul",Christopher Hitchens,"=""0143039571""","=""9780143039570""",0,3.84,Penguin Classics,Paperback,586,2006,1953,,2015/10/19,to-read,to-read (#1191),to-read,,,,,,,0,,,,,
102756,Crepuscular Dawn (Semiotext(e) / Foreign Agents),Paul Virilio,"Virilio, Paul",Sylvère Lotringer,"=""158435013X""","=""9781584350132""",0,3.90,Semiotext(e),Paperback,185,2002,2002,,2015/10/17,to-read,to-read (#1190),to-read,,,,,,,0,,,,,
1330171,Götz von Berlichingen,Johann Wolfgang von Goethe,"Goethe, Johann Wolfgang von",,"=""3150000718""","=""9783150000717""",3,3.29,Reclam,Paperback,128,,1773,2015/10/15,2015/10/14,"germany, play","germany (#14), play (#5)",read,"Weislingen, you <i>idiot!</i>",,,,,,0,,,,,
63672,The Diary of a Country Priest,Georges Bernanos,"Bernanos, Georges",Remy Rougeau,"=""0786709618""","=""9780786709618""",0,3.94,Da Capo Press,Paperback,312,2001,1936,,2015/10/14,to-read,to-read (#1189),to-read,,,,,,,0,,,,,
700267,The Life and Times of Pancho Villa,Friedrich Katz,"Katz, Friedrich",,"=""0804730466""","=""9780804730464""",0,4.27,Stanford University Press,Paperback,1004,1998,1998,,2015/10/13,to-read,to-read (#1188),to-read,,,,,,,0,,,,,
527513,Mating,Norman Rush,"Rush, Norman",,"=""067973709X""","=""9780679737094""",0,3.79,Vintage,Paperback,480,1992,1991,,2015/10/13,to-read,to-read (#1187),to-read,,,,,,,0,,,,,
25139843,Die Erfindung der Roten Armee Fraktion durch einen manisch-depressiven Teenager im Sommer 1969,Frank Witzel,"Witzel, Frank",,"=""""","=""""",0,3.86,Matthes & Seitz Berlin,Kindle Edition,817,2015,2015,,2015/10/12,to-read,to-read (#1186),to-read,,,,,,,0,,,,,
